alumno.pret;sexo.pret;coleg.pret;curso.pret;grup.pret;pais.pret;ren.mat.pret;ren.leng.pret;ECE1.pret;ECE2.pret;ECE3.pret;ECE4.pret;ECE5.pret;ECE6.pret;ECE7.pret;ECE8.pret;ECE9.pret;ECE10.pret;ECE11.pret;ECE12.pret;ECE13.pret;ECE14.pret;ECE15.pret;ECE16.pret;ECE17.pret;ECE18.pret;ECE19.pret;IEA1.pret;IEA2.pret;IEA3.pret;IEA4.pret;IEA5.pret;IEA6.pret;IEA7.pret;IEA8.pret;IEA9.pret;IEA10.pret;IEA11.pret;IEA12.pret;IEA13.pret;IEA14.pret;IEA15.pret;IEA16.pret;IEA17.pret;IEA18.pret;IEA19.pret;IEA20.pret;IEA21.pret;IEA22.pret;IEA23.pret;IEA24.pret;IEA25.pret;IEA26.pret;IEA27.pret;IEA28.pret;PRE_Emotion_Engage;PRE_Cognitive_Engage;PRE_Behavior_Engage;PRE_Enviroment_Manage;PRE_Information_help_Manage;PRE_Maladapative_Behavior;PRE_Time_Manage;PRE_ENG_EMOC;PRE_ENG_COGN;PRE_ENG_COND;ZPRE_ENG_EMOC;ZPRE_ENG_COGN;ZPRE_ENG_COND;LPA_4perfiles;LPA_3perfiles;Gestión_Entorno;Gestión_Tiempo;Desadaptativo;Gesti_Infor;enviroment_manag;time_manag;maladaptative_behavior;informati_manag
16;1;5;5;1;1;5;5;2;3;5;5;4;5;5;3;1;2;4;5;4;2;2;4;4;5;2;4;5;5;2;4;3;5;2;4;1;1;2;5;3;2;4;5;1;1;1;4;5;2;4;5;1;4;5;,296692265437453;-,498505857373171;1,13443175337653;,295867438022801;-,415295020722823;-1,43926263102492;-,783356916489281;4;2,71428571428571;5;,428303071993022;-,262115607762365;1,32295142307639;4;2;1,1479263185417;-,430285563146122;-,738547434231853;-,684942689552096;4,4;3,66666666666667;1,71428571428571;3,57142857142857
17;1;5;5;1;1;5;5;3;4;4;5;4;3;4;4;3;1;3;2;3;3;1;4;4;4;3;4;4;2;4;4;3;3;2;4;1;1;2;3;2;2;4;5;3;2;1;3;4;1;4;5;2;2;4;,64836267840981;,0841425873039277;-,525231925314464;-,325168216216468;-1,03542291258655;-,578056088128122;-,286145696583171;4;3;4;,428303071993022;,108312234612546;-,272989976190358;3;2;-,702136325573034;-,106707446389687;-,889896591427872;-,484951705224387;3,6;3,44444444444444;1,71428571428571;3,42857142857143
18;1;5;5;1;1;3;2;1;3;4;3;3;3;4;5;4;5;5;5;5;3;3;4;5;3;5;3;5;5;5;5;3;4;5;5;5;3;4;4;4;5;4;5;1;2;3;4;4;3;5;5;1;5;5;,70916764814713;1,16098178370567;-1,47096664847066;-,305939150485847;1,91318901545497;1,6048318935752;,140251279014641;4,2;3,71428571428571;3,25;,64782875299933;1,03438184054982;-1,46994602564042;3;2;,389660667091423;,540947745648566;1,53401344494413;1,119564393183;4;4,22222222222222;3,14285714285714;4,57142857142857
19;1;5;5;1;1;4;4;3;5;5;4;3;2;2;5;1;3;1;5;5;3;1;3;3;2;1;5;5;3;1;3;5;5;1;1;1;1;1;5;2;1;5;1;5;1;1;5;5;5;5;5;4;5;5;-,310398592456311;,124865738444909;-1,36453715944551;1,854658238637;-3,34994306807798;-,592154017913557;,0720377097353396;3,2;2,71428571428571;3,25;-,449799652032208;-,262115607762365;-1,46994602564042;3;2;2,02094777930312;1,28180780055893;,237669869555689;-3,9022414894881;5;4,11111111111111;2;1,71428571428571
20;2;5;5;1;1;3;2;1;3;5;5;3;2;5;3;1;3;3;1;5;3;1;3;4;3;3;5;3;3;4;2;4;4;5;4;4;5;3;2;5;4;5;3;5;5;5;3;4;3;3;5;3;2;3;,356562878955043;-1,42213246407834;,0129806504766862;,259687973246858;-,0699590110836019;3,82091128134482;1,10435239011194;3,6;2,14285714285714;3,75;-,010748290019593;-1,00297129251219;-,671975326007045;3;2;-,426733300885797;,975113323389279;2,91541302491228;,0745146399240042;4;3,88888888888889;3,85714285714286;3,42857142857143
21;1;5;5;1; ;3;3;1;1;4;3;1;1;1;5;1;5;1;5;5;1;1;3;1;4;1;5;5;5;5;1;1;5;5;1;1;3;1;5;4;2;4;2;3;3;1;2;3;2;1;1;3;2;5;-,922903040243732;-,941448507421475;-1,91207930521461;,752069839902456;-,596151685741437;,278609523155477;-,435403446714802;2,2;1,57142857142857;3;-1,54742805706375;-1,74382697726201;-1,86893137545711;1;3;,537301073197605;-1,48363535305942;,845626416285161;-,556574374012804;4,2;2,44444444444444;2,42857142857143;3,28571428571429
22;1;5;5;1;1;4;4;4;5;4;4;5;5;4;5;3;1;4;5;5;3;1;5;4;4;5;5;5;5;5;5;4;3;4;5;3;1;1;2;4;5;5;5;2;3;2;4;5;5;5;5;2;4;5;,646785169619297;1,81288350034344;-,393771608634196;,705568920533098;1,31448640238604;1,06744082921522;,0123750296684283;4,6;4,14285714285714;4,25;1,08688011501194;1,59002360411219;,12599537362633;4;1;,906435630038023;1,04179884869323;,669459337379727;-,0483278130351219;4,4;4,33333333333333;2;4,28571428571429
23;1;5;5;1;1;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;-,372771320344528;,827208674480335;-2,09548366604491;-1,1225158886241;-,614103215344191;1,29766249886583;,0907204249141975;3;3;3;-,669325333038516;,108312234612546;-1,86893137545711;3;2;-1,24251850705386;,0480841807377726;1,33547397374956;-,476971544291088;3;3;3;3
24;2;5;5;1;1;5;4;3;3;4;5;3;5;4;5;3;2;4;3;1;3;2;3;5;4;3;4;5;4;3;4;3;4;3;3;2;1;2;1;3;4;4;5;4;3;2;3;5;1;3;5;2;4;5;,575365586366764;,237591212655196;-,0771967282675235;,414602179698023;-,177071803962001;,617360074952575;,193410478210738;4;3,14285714285714;4,5;,428303071993022;,293526155800002;,524980723443018;4;2;-,23764439481013;,384819952060257;-,254368387951468;,0490878795875594;4;3,88888888888889;1,85714285714286;4
1;1;5;5;2;1;3;4;2;3;4;4;3;3;4;3;3;3;4;2;5;2;3;4;4;5;1;4;4;4;5;4;5;4;1;2;2;1;1;1;3;3;3;5;3;5;2;4;3;1;3;2;1;3;5;,443415599006096;-,568710996506437;-,552154452889626;-,294524365444409;,370180298070847;1,36238206494275;-1,08085285187945;3,6;2,42857142857143;4;-,010748290019593;-,632543450137276;-,272989976190358;3;2;-,834574933783183;-,429707777064259;,0119122390834323;,733542252597668;3,8;3;1,85714285714286;4,14285714285714
2;2;5;5;2;1;5;4;1;5;5;5;3;5;3;5;1;3;1;1;1;4;1;3;3;5;5;5;5;5;1;5;5;5;4;1;1;1;1;5;3;3;5;5;3;2;1;3;3;1;5;5;1;3;5;-,243523924935607;-,883131438893138;1,35100979021544;1,46689894731843;-,994272445402782;-,486347117116177;-,580668157970663;3,4;2,57142857142857;5;-,230273971025901;-,44732952894982;1,32295142307639;3;2;1,41541034636626;-,0703561222286898;-,878363548737885;-1,02171601010376;4,6;3,77777777777778;1,71428571428571;3,85714285714286
3;2;5;5;2;1;5;5;5;4;5;5;4;4;3;3;3;1;5;5;4;4;1;4;4;5;5;5;5;5;2;4;5;3;4;5;1;1;1;2;4;4;5;5;4;2;1;4;4;2;4;5;1;4;5;-,694811106204761;2,15104718853552;,628787521674555;,812905570576156;-,289600763355793;-,657163304948028;,998777097772834;3,6;4,42857142857143;4,75;-,010748290019593;1,9604514464871;,923966073259706;4;1;,600268145011217;1,0499059661583;-,815256589631494;-,686311807495762;4,4;4,44444444444444;1,28571428571429;4
4;2;5;5;2;1;3;4;1;3;4;5;4;3;3;4;1;3;2;3;5;1;1;2;4;3;4;4;5;5;3;4;5;3;4;5;1;1;1;1;4;3;5;5;4;3;2;3;3;1;5;3;3;4;2;,182192367910711;-1,07901423849745;-,453111290246945;,395483522352089;-,118707258610862;-,0121063657406866;1,01058202411627;3,4;2,14285714285714;3,75;-,230273971025901;-1,00297129251219;-,671975326007045;3;2;-,864628159453687;,579685417592892;-,404089919915706;,630887141989028;4;3,88888888888889;1,71428571428571;4,14285714285714
5;1;5;5;2;1;5;5;1;1;4;3;1;4;1;1;1;5;2;1;4;1;1;1;1;4;1;2;5;3;5;2;1;1;1;1;2;5;1;1;1;1;5;5;1;3;2;1;1;1;1;5;5;1;5;-2,31753137324823;-1,45112016779038;-,655336831258239;,15377079096124;-,550158111856801;,534520452189511;-2,48658641805144;1;1,14285714285714;3,75;-2,86458214310159;-2,29946874082438;-,671975326007045;2;3;-1,07931533087402;-2,13558956324151;-,273144671468701;-,414257777488488;2,8;1,88888888888889;2,71428571428571;3,14285714285714
6;2;5;5;2;1;2;4;5;4;5;4;5;3;4;5;4;2;4;5;5;5;3;4;5;4;5;4;5;5;5;4;3;5;5;5;2;1;2;1;5;5;5;5;5;1;3;5;4;3;5;4;2;4;5;,760180716798574;2,22775997076229;-,822509296037195;,00506425391163149;1,47252889281046;,406630207041438;1,20756644641049;4,6;4,57142857142857;4;1,08688011501194;2,14566536767456;-,272989976190358;4;1;-,0687145095121503;1,15648504070633;,344031412890787;1,16363581982378;4,8;4,44444444444444;1,71428571428571;4,57142857142857
7;1;5;5;2;1;4;4;3;5;5;5;5;4;5;5;2;1;3;2;5;2;1;5;5;5;4;5;5;5;2;5;4;2;2;4;1;1;1;1;5;4;5;5;4;2;2;4;5;2;5;4;1;4;4;1,51134048244514;-,391003727501026;,706997399229012;,986322719797267;,168744424946365;-,20193167975328;,0145308394558863;5;3;4,75;1,52593147702456;,108312234612546;,923966073259706;4;1;,613677657445622;,16853640519001;-,656158173062946;,0812679307350869;4,2;4;1,28571428571429;4,28571428571429
8;2;5;5;2;1;5;5;2;5;5;5;4;4;5;2;1;2;5;5;2;1;1;5;3;5;5;5;5;5;4;5;1;2;5;2;1;2;1;1;5;4;5;5;4;1;1;5;5;5;5;5;1;5;5;-,468926538948566;,477248401236917;1,56764602073481;,905715365998951;,646690607001121;-,630427836501401;,370433914222561;3,8;3,42857142857143;4,75;,208777390986714;,663953998174913;,923966073259706;4;1;1,14786486104466;,519658779569081;-,341088963187507;-,429448317603019;4,4;4,11111111111111;1,14285714285714;4,14285714285714
9;1;5;5;2;1;3;3;1;2;4;3;2;3;3;2;1;4;1;2;4;1;1;3;3;3;5;3;4;5;1;3;2;3;2;3;2;1;1;4;3;3;5; ;4;3;2;1;3;4;3;2;3;1;5;-,801093809793999;-,864489968733516;-1,03438556953179;,102315591411521;-,938614075828657;,433239904520877;-,392914027727301;2,6;1,85714285714286;3,25;-1,10837669505113;-1,3733991348871;-1,46994602564042;1;3; ; ; ; ;3,2;2,77777777777778;2,28571428571429; 
10;1;5;5;2;1;4;4;3;4;5;4;5;3;4;5;2;3;3;3;5;2;3;4;5;5;2;4;5;4;3;5;5;3;1;3;2;3;2;3;4;5;4;5;3;3;3;4;4;3;3;4;1;3;5;1,39671351351702;-,518901837228479;-,286471323322456;,333430484079993;,690650474692856;,999765415725243;-1,08738989712916;4,6;2,71428571428571;4,25;1,08688011501194;-,262115607762365;,12599537362633;4;1;,78010656544801;-,339287876946819;,766354434329133;,0586800989115999;4;3,44444444444444;2,42857142857143;4,14285714285714
11;2;5;5;2;1;3;4;2;3;4;4;5;4;5;4;2;1;3;2;4;2;1;3;4;3;2;4;4;4;3;4;2;2;2;4;1;4;1;2;3;2;4;5;2;1;2;2;4;1;2;5;2;2;2;1,14018715481722;-,85659183949086;-,944760490616729;-,340517450345427;-,28438866426171;-,8221465999688;-,809336005895481;4,2;2,28571428571429;3,75;,64782875299933;-,817757371324732;-,671975326007045;3;2;-,735713124022801;-1,34175626045482;-,762989412601963;,365774725624855;3,2;2,77777777777778;1,85714285714286;3,71428571428571
12;1;5;5;2;12;3;4;3;5;4;4;3;3;3;3;3;4;3;3;4;4;4;4;4;4;2;4;3;4;4;4;4;4;5;5;1;3;4;4;4;3;3;4;4;5;3;4;5;4;5;4;5;5;3;-,130133530472737;,719938903097794;-,84408392284265;-1,26034232643795;-,0762854359823758;1,05002795961925;1,8936986197585;3,4;3,28571428571429;3,75;-,230273971025901;,478740076987457;-,671975326007045;3;2;-1,11368076075262;2,08826068926143;2,15677964435259;-,0787996344005974;3,6;4,44444444444444;3,57142857142857;3,57142857142857
13;2;5;5;2;15;3;4;3;5;4;3;4;5;4;3;1;3;4;4;2;4;1;3;4;3;4;3;3;4;4;4;3;3;4;5;2;2;3;3;4;4;4;3;4;2;3;4;3;2;3;3;2;4;4;-,273888215543691;1,05479939396877;-,536469705315174;-1,41545179765441;,310556528163229;,477758566248532;1,2376766520497;3,6;3,57142857142857;3,75;-,010748290019593;,849167919362369;-,671975326007045;3;2;-1,27395486618787;,773372585086217;,771816856873573;,29338635604846;3,4;3,66666666666667;2,42857142857143;3,85714285714286
14;1;5;5;2;1;5;5;3;4;5;5;5;3;5;5;3;1;4;3;5;2;1;5;5;5;3;4;3;5;5;5;5;3;3;2;2;4;2;2;4;3;2;4;3;1;1;3;4;1;5;4;2;4;2;1,62123793094252;-,108170729261448;,183459630846663;-1,38373568566579;,85327400632182;-,546670500448974;-,321435152881534;5;3,14285714285714;4,5;1,52593147702456;,293526155800002;,524980723443018;4;1;-1,46549464596305;-,0216069025334257;-,362515157292988;1,46364326031548;3;3,55555555555556;2;4,42857142857143
15;1;5;5;2;1;3;4;2;5;5;5;3;5;5;5;5;1;3;5;5;4;2;5;5;5;5;5;5;5;5;5;3;5;5;5;5;4;3;4;5;2;4;5;5;5;5;5;5;1;5;5;1;3;3;,716678322537532;1,30632149119312;,759680156238075;,898342985058419;,542606278618616;3,91195951189345;1,22464506262798;4,6;4,14285714285714;5;1,08688011501194;1,59002360411219;1,32295142307639;4;1;,251589697697206;,899666735145861;2,60247620149339;1,58585245362016;4,8;4,33333333333333;3,85714285714286;4,57142857142857
16;2;5;5;2;1;4;5;3;4;5;5;3;3;4;4;2;3;3;3;5;2;2;3;3;4;2;5;5;5;2;4;2;1;5;5;2;2;1;1;3;5;5;5;5;2;2;4;2;4;5;4;1;5;5;-,172011528576369;-,264147312465036;,15631996050323;,884661278656667;-,249859400613057;,208277223532032;1,76198566396236;3,4;2,71428571428571;4,25;-,230273971025901;-,262115607762365;,12599537362633;3;2;,416899896841044;1,16613658568799;-,112945342315896;-1,15290856774537;4;4,22222222222222;1,57142857142857;3,71428571428571
17;1;5;5;2;1;3;4;2;4;3;2;3;3;5;5;1;3;1;3;4;1;1;2;3;4;2;4;1;3;5;3;3;1;5;4;2;5;3;1;3;4;2;5;1;3;3;2;2;4;2;3;1;3;2;,716017514665193;-,913432924962569;-1,95342169861933;-2,68808291334911;1,07271336772762;,700638855219088;,168008032479152;3,6;2;3;-,010748290019593;-1,18818521369964;-1,86893137545711;3;2;-2,459532223081;-,328513512322997;,910957001256339;,752674886412276;2;2,77777777777778;2,57142857142857;3,57142857142857
18;1;5;5;2;1;4;4;3;2;5;4;4;4;3;3;3;2;4;1;3;3;1;2;2;4;3;4;4;4;5;4;3;3;2;4;1;3;1;2;4;2;5;4;4;1;1;2;4;3;4;3;1;5;5;-,783885943053874;,0478158227278613;-,186499942050973;-,0511052389885839;-,0577764824457766;-,90879884072401;,384904246961239;2,8;2,71428571428571;4,25;-,888851014044823;-,262115607762365;,12599537362633;3;2;-,145713884476612;,143525038233059;-,72783524285344;-,322471649991708;3,6;3,77777777777778;1,42857142857143;3,71428571428571
19;1;5;5;2;1;4;4;1;5;5;3;1;4;5;1;1;3;2;1;1;2;1;4;4;4;1;2;5;5;1;5;2;5;4;1;1;1;3;1;5;5;5;5;1;1;2;4;1;5;4;5;1;5;5;-,452275131694463;-1,37843126847377;,273378138741715;-,0237079774265643;,864745894679607;-,885576665819575;-1,05254966168704;3;1,85714285714286;4;-,669325333038516;-1,3733991348871;-,272989976190358;3;2;,96100524595183;-,580217556591051;-,352267709619436;-,565744038907161;4,2;3,11111111111111;1,42857142857143;3,85714285714286
20;2;5;5;2;1;4;5;1;5;5;5;4;4;4;5;3;2;5;5;5;4;1;5;5;4;5;5;5;5;4;5;5;4;2;5;1;1;1;1;4;3;5;5;5;1;2;3;5;1;5;5;1;4;5;,709741623994258;,950376890103093;,631332444309478;,691067379574722;,201252018442871;-,516788772992301;,548746597575089;4,6;4;4,5;1,08688011501194;1,40480968292473;,524980723443018;4;1;,131621864337317;,83998731565788;-1,22998145153967;,431212643701091;4,4;4,55555555555556;1,14285714285714;4,42857142857143
21;1;5;5;2;1;5;4;2;2;4;4;3;3;5;5;1;3;1;2;4;1;2;3;3;3;4;3;3;3;4;3;4;1;5;3;2;3;1;1;2;2;5;1;2;1;2;4;2;4;3;3;2;1;1;,694420798855022;-1,25639299731264;-1,01098499601595;-,80002204507477;-1,40719695891232;,00483541983995522;-,0407111963091062;3,8;1,85714285714286;3,5;,208777390986714;-1,3733991348871;-1,07096067582373;3;2;-1,21435069037932;-,300564664016395;,0507226839674917;-1,20193603383773;3,2;2,66666666666667;1,71428571428571;2,42857142857143
22;2;5;5;2;1;3;4;1;3;4;3;1;3;3;1;1;3;3;3;4;1;1;3;3;3;4;3;4;4;1;4;2;1;4;1;1;1;1;1;3;4;4;3;1;1;3;1;1;1;3;1;3;1;3;-1,49516051201047;-,270766417942915;-,691692608597825;-,449404909621907;-,534524369573351;-,267505392903652;-1,4814363636977;2,2;2,28571428571429;3,25;-1,54742805706375;-,817757371324732;-1,46994602564042;1;3;-1,37250044150829;-1,98111615907082;-,921276254300191;-,0927557832105798;2,6;1,88888888888889;1,57142857142857;3,42857142857143
23;2;5;5;2;13;4;3;1;1;3;3;3;3;3;2;1;4;4;1;3;2;2;3;3;3;1;2;2;5;5;4;1;3;3;3;1;4;3;5;3;4;3;4;4;3;3;3;3;2;3;4;3;2;3;-,128907573457697;-1,26136472999455;-1,78818020420508;-2,66524450619315;1,07369084346997;,32564982070385;,0587648106845426;2,8;1,57142857142857;3;-,888851014044823;-1,74382697726201;-1,86893137545711;1;3;-1,86562566217443;-,182181053926739;1,16028539610981;,901654892135247;2,6;2,88888888888889;3,14285714285714;4,14285714285714
24;1;5;5;2;1;4;5;1;2;5;4;3;4;4;4;2;2;2;1;5;3;3;3;4;2;2;4;5;5;4;4;3;3;5;1;5;3;1;1;3;3;5;5;1;2;3;3;3;1;3;5;2;4;3;,506317298861562;-1,35214812707621;-,77413904210932;1,22843723551503;,627017429694469;1,96988230081274;-1,12922753848346;3,6;1,85714285714286;3,75;-,010748290019593;-1,3733991348871;-,671975326007045;3;2;,0241606427168658;-,863876120100302;,407587779873987;,939700480373982;4;3,11111111111111;2,42857142857143;4,14285714285714
25;2;5;5;2;1;5;5;3;4;5;5;5;4;5;3;2;1;5;4;3;3;1;5;4;5;5;4;5;4;3;5;4;4;5;4;1;5;1;1;2;5;5;5;4; ;1;3;3;1;5;4;1;5;4;,39092044931885;,762636089232385;,997021295666567;,341825934354734;-,31333091473847;-,687472474631226;1,22323750956522;4,4;3,71428571428571;4,75;,867354434005637;1,03438184054982;,923966073259706;4;1; ; ; ; ;4,2;4,22222222222222; ;4,14285714285714
1;2;5;5;3;4;4;4;3;4;5;5;5;3;5;4;3;3;5;4;5;5;2;4;5;5;3;5;4;3;4;5;3;4;5;5;1;4;2;1;4;2;5;4;5;1;1;4;5;1;5;5;2;5;5;1,00865334989422;,73464123130501;,291164446159054;,277255017234639;-,999990786370542;-,761694648128314;1,99901960612526;4,6;3,85714285714286;4,5;1,08688011501194;1,21959576173728;,524980723443018;4;1;-,349940065906775;1,43880925361797;-,663587600193836;,000389673262967765;4,4;4,77777777777778;1,71428571428571;3,85714285714286
2;1;5;5;3;1;4;4;3;5;3;4;4;5;2;2;3;2;4;5;5;5;3;5;4;3;4;4;5;4;5;5;5;4;5;5;2;3;1;1;3;5;5;5;3;2;1;4;5;1;4;3;1;5;4;-,621120766823047;2,21304125125594;-1,00301786920584;,13177353499021;,688772807780038;-,134855837280817;,993147379632556;3,4;4,14285714285714;3,75;-,230273971025901;1,59002360411219;-,671975326007045;3;2;-,323262950410101;,684629879951687;-,37604324961188;1,26818860393281;4,4;4,33333333333333;1,57142857142857;4,57142857142857
3;2;5;5;3;1;4;4;1;3; ;5;5;3;5;5;1;1;1;1;5;5;1;5;5;5;5;5;5;3;1;5;5;5;1;5;1;5;1;1;3;5;5;4;2;1;2;5;1;1;4;5;1;1;5;1,96130503939207;-1,391430306926;,196679840386362;,796917583381496;-,741811237411447;-,564798450641459;-1,07064610499788;5;2,42857142857143;4,17105263157895;1,52593147702456;-,632543450137276;8,5048842596085E-15;4;1;1,08707035411733;-,971681494165919;-,708257552839867;-,276238011654809;5;3,22222222222222;1,71428571428571;3,71428571428571
4;1;5;5;3;1;4;5;2;5;4;4;5;3;3;3;1;2;4;5;5;2;1;3;3;4;5;5;5;4;3;2;3;4;5;1;1;3;1;1;2;4;5;4;1;1;2;4;4;1;4;2;1;1;5;-,472563688812928;,75065863356109;-,210034036343841;,996914403569111;-,412108839915904;-,257136191018154;-1,52398934963087;3,4;3,42857142857143;3,75;-,230273971025901;,663953998174913;-,671975326007045;3;2;,666347963982894;-1,76930764506675;-,673695101406705;,211497161987193;4,6;2,88888888888889;1,42857142857143;3,42857142857143
5;1;5;5;3;1;4;3;5;5;5;5;4;5;5;5;1;1;4;3;5;2;1;1;5;5;5;5;5;5;1;1;2;5;2;2;3;1;1;1;3;1;1;5;1;1;1;4;4;1;5;5;1;5;5;,146469420264421;,420768023365916;1,24739518560338;,408349084374781;-,904500167964718;-,57072213802045;-,984586910388668;4;3,57142857142857;5;,428303071993022;,849167919362369;1,32295142307639;4;1;,176499310145081;-,617258684910601;-1,31309659053592;-,666970750839851;4;3,44444444444444;1,28571428571429;3
6;1;5;5;3;1;4;4;3;3;3;3;3;3;2;5;4;3;3;3;5;4;2;3;5;4;2;3;4;3;3;2;3;3;3;1;1;4;3;2;3;4;3;3;4;1;2;3;2;2;3;4;5;4;2;,608625681485177;,751674454613153;-2,32399740737113;-,812903539731352;-,536860350615776;-,415119336501111;-,124978203957009;3,6;3,14285714285714;3,25;-,010748290019593;,293526155800002;-1,46994602564042;3;2;-1,25611580544473;-,404275294273161;,525899560089493;-,197029548459404;3,2;2,88888888888889;2,57142857142857;3,14285714285714
7;2;5;5;3;1;2;5;1;5;5;5;5;4;5;4; ;1;5;5;5;2;1;5;5;4;5;5;5;5;5;5;5;4;5;5;2;2;1;1;3;3;5;5;3;1;4;4;5;1;5;5;1;4;5;,944156580768019;,301940742640607;,884916360887968;,565116261513206;,668954882560991;,608200835029699;,574031262851773;4,8;2,91645781119465;4,5;1,30640579601825;-5,75760527393582E-16;,524980723443018;4;1;-,0610418230926388;,951045103389641;-,491194663231465;1,05415463200889;4,6;4,66666666666667;1,71428571428571;4,42857142857143
8;2;5;5;3;1;4;4;2;5;5;4;2;3;2;2;1;4;3;2;2;2;1;3;2;4;3;4;5;5;1;5;4;4;5;5;1;1;1;1;3;1;5;4;5;1;1;2;3;1;5;5;1;4;5;-1,70486124816571;-,165785847656425;,368402853936254;,675677986658146;-1,98105177258509;-1,20738478682182;1,94473851386638;2,2;2,57142857142857;4;-1,54742805706375;-,44732952894982;-,272989976190358;2;3;-,327197963848273;1,4292413094842;-1,91721000547352;-1,33425354306422;4;4,55555555555556;1;3,42857142857143
9;1;5;5;3;24;5;3;1;4;4;5; ;4;4;4;5;2;4;5;3;1;1;3;3;4;5;4;5;5;4;4;3;3;4;4;2;3;4;4;2;4;4;5;3;1;2;4;5;1;4;4;1;5;4;-,272251567371171;,98094579459207;-,037289312798495;,0480449689593793;,383202245308051;-,32252005186904;,441294648847494;3,60979228486647;3,57142857142857;4,25;3,41211451769608E-15;,849167919362369;,12599537362633;3;2;,215416103963583;-,0633396031419063;,322728130059915;,662131451525073;4;4;2,42857142857143;4,14285714285714
10;2;5;5;3;1;5;5;1;4;4;5;3;5;5;2;1;4;4;4;5;1;2;5;3;5;5;5;5;5;1;5;3;5;5;5;1;5;1;4;4;5;5;2;5;1;1;5;3;5;5;5;1;5;5;-,395703876394786;-,170275795513363;1,33465018657619;,827783021978851;-1,13613291755409;-,853011869435866;2,02352652160178;3,6;2,85714285714286;4,75;-,010748290019593;-,0769016865749092;,923966073259706;3;2;1,92543834346897;1,49477998669074;,478944879352016;-2,05472377033582;5;4,55555555555556;2;3,28571428571429
11;1;5;5;3; ;4;4;2;5;5;3;1;5;3; ;1;5;1;4;4;1;1;2;1;3;4;4;5;1;3;1;4;4;4;2;3;3;1;1;5;1;5;3; ;1;1;3;3;1;5;5;1;3;5;-2,03129446658921;,183168252947933;,12827979628425;1,14462545229574;-1,75058777013484;,37630133502231;-,126746616260368;3,60979228486647;2,57142857142857;4;3,41211451769608E-15;-,44732952894982;-,272989976190358;3;2; ; ; ; ;4,2; ;1,57142857142857;2,71428571428571
12;1;5;5;2;1;4;4;2;5;5;5;3;4;3;2;1;3;5;4;5;1;1;3;3;5;5;3;3;4;1;2;2;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;2;1;5;5;1;1;5;-1,44727290317047;,401275134776923;1,60589599469586;-1,58048727661937;-2,26521959626189;-1,32874648293305;-1,66060373554702;2,8;3,28571428571429;4,75;-,888851014044823;,478740076987457;,923966073259706;3;2;-1,46293282487512;-1,1299457614455;-2,18419367154438;-2,33285914248542;1,8;2,55555555555556;1,28571428571429;2,14285714285714
13;1;5;5;3;1;3;4;4;3;2;1;3;1;4;2;3;4;2;4;3;1;4;3;3;2;1;1;1;3;3;3;3;1;3;2;3;3;4;3;3;3;2;3;4;3;1;1;1;5;3;3;3;3;3;,0532686965901458;,855026405395621;-4,40183266636357;-3,10511458140542;-,53475449775163;,35695782206513;,582255597289064;3;2,57142857142857;1,5;-,669325333038516;-,44732952894982;-4,26284347435724;1;3;-2,79762927721613;,711879235896507;,955129968801414;-1,38871473311745;1,2;2,77777777777778;2,85714285714286;2,71428571428571
14;1;5;5;3;1;5;5;3;3;3;4;4;4;2;2;1;1;3;4;3;1;1;5;5;5;5;1;1;1;2;2;2;1;3;5;4;2;5;3;3;1;1;4;5;2;2;3;1;5;5;3;5;5;1;-,0196543093468196;,353588078837808;-,49491888745431;-3,39903344260835;-1,56790238886494;,455347207557745;2,31871023517872;3,6;2,85714285714286;4;-,010748290019593;-,0769016865749092;-,272989976190358;3;2;-3,79415106169083;1,9082803874889;1,47605774876492;-1,38522658903065;1,4;3,33333333333333;3,28571428571429;2
15;2;5;5;3;1;5;5;1;5;5;5;4;4;4;3;1;3;5;3;5;5;1;4;4;5;5;5;5;5;2;5;5;5;5;5;1;1;1;1;3;1;5;5;5;1;1;5;5;1;5;5;1;5;5;-,170429592765901;,237638674120507;1,46552239529619;1,01836569965392;-1,51381052723616;-1,12222181323465;1,96120410985233;3,8;3,57142857142857;4,75;,208777390986714;,849167919362369;,923966073259706;4;1;,219104375514524;1,80655022965333;-1,46452918952611;-,562408575009013;5;5;1;3,71428571428571
16;2;5;5;3;1;4;4;3;4;4;3;5;3;4;3;2;2;1;2;5;3;3;5;5;5;2;3;5;3;5;3;2;4;5;5;3;2;2;2;5;2;4;5;5;3;3;5;3;1;3;3;5;5;3;1,37754575592807;-,548836168682786;-1,2193730326404;-,225266897791806;,11838118814347;1,40662083525751;1,81799063998006;4,4;2,42857142857143;3,75;,867354434005637;-,632543450137276;-,671975326007045;3;2;-1,60511576026303;1,02636578977926;1,29687604776395;1,21425608841356;4,2;3,77777777777778;2,85714285714286;4
